tweetText,tweetId,createdAt,screenName,image,followers,favorite,retweetcount,longitude,latitude
RT @VyasKalyan: #PowerStar #PawanKalyan Unseen pics during election campaign :) http://t.co/MqZzXN7bo6,511454106418827264,Mon Sep 15 15:28:56 IST 2014,megafamily009,http://pbs.twimg.com/profile_images/466992881886957569/hcgiA_B0_bigger.jpeg,164,24,1,0.0,0.0
#PowerStar #PawanKalyan Unseen pics during election campaign :) http://t.co/MqZzXN7bo6,511447647740121088,Mon Sep 15 15:03:16 IST 2014,VyasKalyan,http://pbs.twimg.com/profile_images/512092068248694784/9HpXVlPr_bigger.jpeg,466,264,1,0.0,0.0
మన కుర్రాళ్లే...అంటున్న పవన్ కళ్యాణ్ డైరెక్టర్ http://t.co/WJsGK9Huyy #PawanKalyan,511445735590469632,Mon Sep 15 14:55:40 IST 2014,FilmibeatTe,http://pbs.twimg.com/profile_images/507092065440653312/cDzLLJ-W_bigger.jpeg,10,0,0.0,0.0
Pawankalyan,511445661296766976,Mon Sep 15 14:55:22 IST 2014,nagillasrikanth,http://abs.twimg.com/sticky/default_profile_images/default_profile_5_bigger.png,2,0,0.0,0.0
RT @AlwaysYashraj: AD 1st Week Share - 47Cr.. Ippati Heroes HIT Movies Full run Share idhii.. #PawanKalyan,511438711066599425,Mon Sep 15 14:27:45 IST 2014,Mee_Surya,http://pbs.twimg.com/profile_images/423051634835329025/E7kJMAaC_bigger.jpeg,30,72,1,0.0,0.0
RT @Always_Arjun: Watching #AttarintikiDaredi climax E scene lo #PawanKalyan acting ki silly awrds ayana kali gotiki kuda saripodu,511437906368397312,Mon Sep 15 14:24:33 IST 2014,Mee_Surya,http://pbs.twimg.com/profile_images/423051634835329025/E7kJMAaC_bigger.jpeg,30,72,2,0.0,0.0
RT @Always_Arjun: Nuvvu ante Maku chala istham atta #PawanKalyan #AttarintikiDaredi http://t.co/ucauVbNJSz,511437837325967361,Mon Sep 15 14:24:17 IST 2014,Mee_Surya,http://pbs.twimg.com/profile_images/423051634835329025/E7kJMAaC_bigger.jpeg,30,72,1,0.0,0.0
RT @Always_Arjun: Ekada neggalo kadhu ekada thagalo thelisiana vaadu Goppodu #PawanKalyan #AttarintikiDaredi http://t.co/0gLdzU8LFm,511437676084355074,Mon Sep 15 14:23:38 IST 2014,Mee_Surya,http://pbs.twimg.com/profile_images/423051634835329025/E7kJMAaC_bigger.jpeg,30,72,2,0.0,0.0
RT @Always_Arjun: The best #PawanKalyan in #AttarintikiDaredi climax http://t.co/TaBtslLQL5,511437663195242496,Mon Sep 15 14:23:35 IST 2014,Mee_Surya,http://pbs.twimg.com/profile_images/423051634835329025/E7kJMAaC_bigger.jpeg,30,72,1,0.0,0.0
RT @nishchitha1: Why laughing soo..!! Haha.nice :D #PawanKalyan♥♡♥ http://t.co/pbBGFVl7zT,511436222397677568,Mon Sep 15 14:17:52 IST 2014,PowerrStar,http://pbs.twimg.com/profile_images/511690496893542401/8lGGCW3Q_bigger.jpeg,256,2716,2,0.0,0.0
RT @nishchitha1: Good Afternoon #PawanKalyan♥♡♥ http://t.co/euxuLasq6T,511435979811729408,Mon Sep 15 14:16:54 IST 2014,PowerrStar,http://pbs.twimg.com/profile_images/511690496893542401/8lGGCW3Q_bigger.jpeg,256,2716,2,0.0,0.0
RT @nishchitha1: Why laughing soo..!! Haha.nice :D #PawanKalyan♥♡♥ http://t.co/pbBGFVl7zT,511435844281171968,Mon Sep 15 14:16:21 IST 2014,kapilvarala,http://pbs.twimg.com/profile_images/511593716872519681/FUPb5nXe_bigger.jpeg,3221,14464,2,0.0,0.0
RT @nishchitha1: Good Afternoon #PawanKalyan♥♡♥ http://t.co/euxuLasq6T,511435746385723392,Mon Sep 15 14:15:58 IST 2014,kapilvarala,http://pbs.twimg.com/profile_images/511593716872519681/FUPb5nXe_bigger.jpeg,3221,14464,2,0.0,0.0
రేణు దేశాయ్ కోపం ఎవరి మీద? - Neti Telugu http://t.co/geUdyjv0WY,511435647513808896,Mon Sep 15 14:15:35 IST 2014,netitelugu,http://pbs.twimg.com/profile_images/485782147270070272/0ut350I__bigger.png,12,0,0.0,0.0
Why laughing soo..!! Haha.nice :D #PawanKalyan♥♡♥ http://t.co/pbBGFVl7zT,511434055225589760,Mon Sep 15 14:09:15 IST 2014,nishchitha1,http://pbs.twimg.com/profile_images/501747833037262848/ixllVlxf_bigger.jpeg,1974,573,2,0.0,0.0
Good Afternoon #PawanKalyan♥♡♥ http://t.co/euxuLasq6T,511433532464328705,Mon Sep 15 14:07:10 IST 2014,nishchitha1,http://pbs.twimg.com/profile_images/501747833037262848/ixllVlxf_bigger.jpeg,1974,573,2,0.0,0.0
#Chiranjeevi #PawanKalyan #RamCharanrare pic !!! http://t.co/EwX6Nx0HG5,511425231529848832,Mon Sep 15 13:34:11 IST 2014,VyasKalyan,http://pbs.twimg.com/profile_images/512092068248694784/9HpXVlPr_bigger.jpeg,466,264,0,0.0,0.0
Nuv arichey Arupulaki...Nuv Chuse Chupulaki Bayapaddaniki Neelaga Pani chese Roudy Ne Ankunnava..#Pawankalyan #Fans Ikkada...#PAWANISM movie,511422551080198144,Mon Sep 15 13:23:32 IST 2014,maheshpawanism,http://pbs.twimg.com/profile_images/511936095164985344/6JSsV_8I_bigger.jpeg,102,39,0,0.0,0.0
#PawanKalyan - #Venkateshrare one !!! http://t.co/XNfYdmfh16,511419332237066240,Mon Sep 15 13:10:45 IST 2014,VyasKalyan,http://pbs.twimg.com/profile_images/512092068248694784/9HpXVlPr_bigger.jpeg,466,264,1,0.0,0.0
#PawanKalyan \m/ 'Sidduu Siddarthaa roy' http://t.co/KQCoeqOyPI,511417107091689472,Mon Sep 15 13:01:54 IST 2014,VyasKalyan,http://pbs.twimg.com/profile_images/512092068248694784/9HpXVlPr_bigger.jpeg,466,264,0,0.0,0.0
RT @BoxOfficeMazza: #VictoryVenkatesh sir and #PawanKalyan starrer #GopalaGopala Teaser will be Releasing for Dussehra..#Venky67 @SureshPro…,511415551479279616,Mon Sep 15 12:55:43 IST 2014,manoj_victory,http://pbs.twimg.com/profile_images/501693116458356736/8syP5Np4_bigger.jpeg,197,486,3,0.0,0.0
RT @PawanKalyan_IN: #PawanismMovie latest Trailer https://t.co/JKUt5W7hJX #PawanKalyan,511409115592019969,Mon Sep 15 12:30:09 IST 2014,akiln9,http://pbs.twimg.com/profile_images/511903327559221248/4RSZHAUv_bigger.jpeg,132,189,4,0.0,0.0
@PawanKalyan_IN: #PawanismMovie latest Trailer https://t.co/C79fVyrJno #PawanKalyan,511408972792725504,Mon Sep 15 12:29:35 IST 2014,akiln9,http://pbs.twimg.com/profile_images/511903327559221248/4RSZHAUv_bigger.jpeg,132,189,0,0.0,0.0
RT @PawanKalyan_IN: @mahendraroyal6 Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t…,511407579675631617,Mon Sep 15 12:24:03 IST 2014,mahendraroyal6,http://pbs.twimg.com/profile_images/507419186717417472/6-8bHVuc_bigger.jpeg,77,750,1,0.0,0.0
@Satish191Sunil Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu,511403367906549760,Mon Sep 15 12:07:18 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,0,0.0,0.0
@mahendraroyal6 Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu,511403366929297408,Mon Sep 15 12:07:18 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,1,0.0,0.0
@ravikumarbachu7 Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu,511403365918449666,Mon Sep 15 12:07:18 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,0,0.0,0.0
@abhinayeluguri Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu,511403364874088448,Mon Sep 15 12:07:18 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,0,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511394235405185024,Mon Sep 15 11:31:01 IST 2014,KarunaJaihind,http://pbs.twimg.com/profile_images/506404510550351872/4TMQgrLH_bigger.jpeg,15,293,8,0.0,0.0
Like - #PrabhasComment - #Pawankalyan http://t.co/90f0cEc9KT,511382008539676672,Mon Sep 15 10:42:26 IST 2014,_PavanPrabhas,http://pbs.twimg.com/profile_images/507510728199110656/s3nSqHrV_bigger.jpeg,84,12,0,0.0,0.0
RT @VyasKalyan: Good Morning :) #PawanKalyan & #Thala fans :-) http://t.co/PBoNEd5Gcl,511380988493332480,Mon Sep 15 10:38:23 IST 2014,conspiratorr,http://pbs.twimg.com/profile_images/378800000640622804/6581d7bd7135c5fc718446b4ea0482fa_bigger.jpeg,333,904,2,0.0,0.0
RT @PawanKalyan_IN: #PawanismMovie latest Trailer https://t.co/JKUt5W7hJX #PawanKalyan,511380634887938048,Mon Sep 15 10:36:59 IST 2014,Anil_christi,http://pbs.twimg.com/profile_images/510309449693552640/aQZiRvO7_bigger.jpeg,29,257,4,0.0,0.0
RT @VyasKalyan: Good Morning :) #PawanKalyan & #Thala fans :-) http://t.co/PBoNEd5Gcl,511380569528074240,Mon Sep 15 10:36:43 IST 2014,itsmeerp,http://pbs.twimg.com/profile_images/511149746686152704/WR06NgI3_bigger.jpeg,463,647,2,0.0,0.0
Good Morning :) #PawanKalyan & #Thala fans :-) http://t.co/PBoNEd5Gcl,511380279135440896,Mon Sep 15 10:35:34 IST 2014,VyasKalyan,http://pbs.twimg.com/profile_images/512092068248694784/9HpXVlPr_bigger.jpeg,466,264,2,0.0,0.0
#PawanismMovie latest Trailer https://t.co/Lt6M2NLeEu  #PawanKalyan,511378788924416001,Mon Sep 15 10:29:38 IST 2014,avinash67899,http://pbs.twimg.com/profile_images/419112349316829184/uriq-yvk_bigger.jpeg,309,75,0,0.0,0.0
RT @PawanKalyan_IN: #PawanismMovie latest Trailer https://t.co/JKUt5W7hJX #PawanKalyan,511378604349861888,Mon Sep 15 10:28:54 IST 2014,malliktajmahal,http://pbs.twimg.com/profile_images/511473372459311107/e0jC7E-M_bigger.jpeg,690,1463,4,0.0,0.0
#PawanismMovie latest Trailer https://t.co/JKUt5W7hJX #PawanKalyan,511378567633334272,Mon Sep 15 10:28:46 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,4,0.0,0.0
RT @nishchitha1: Good Morning #PawanKalyan♥♡♥Its very cool today !! http://t.co/eOJoy5lkVz,511378156553379840,Mon Sep 15 10:27:08 IST 2014,Anil_christi,http://pbs.twimg.com/profile_images/510309449693552640/aQZiRvO7_bigger.jpeg,29,257,1,0.0,0.0
#PawanismMovie is releasing on 26th of this month. http://t.co/J2jI3Z8WQr,511370036389638144,Mon Sep 15 09:54:52 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,3,0.0,0.0
Bagundi gani nee korika Kalaithe ela 😍PK   "@nishchitha1: Good Morning #PawanKalyan♥♡♥Its very cool today !! http://t.co/ddz54XjnMw",511353487490158592,Mon Sep 15 08:49:06 IST 2014,meevaasu,http://pbs.twimg.com/profile_images/511899229602598912/kSRS-IBG_bigger.jpeg,793,1918,0,0.0,0.0
RT @nishchitha1: "But right nowwI just wanna be all I can beIf they wanna know who I can beThey all just wait n see" #PawanKalyan♥ http…,511353174196617216,Mon Sep 15 08:47:51 IST 2014,meevaasu,http://pbs.twimg.com/profile_images/511899229602598912/kSRS-IBG_bigger.jpeg,793,1918,1,0.0,0.0
"But right nowwI just wanna be all I can beIf they wanna know who I can beThey all just wait n see" #PawanKalyan♥ http://t.co/K2iMRM4bCU,511352940645187584,Mon Sep 15 08:46:56 IST 2014,nishchitha1,http://pbs.twimg.com/profile_images/501747833037262848/ixllVlxf_bigger.jpeg,1974,573,1,0.0,0.0
Good Morning #PawanKalyan♥♡♥Its very cool today !! http://t.co/eOJoy5lkVz,511350804196765696,Mon Sep 15 08:38:26 IST 2014,nishchitha1,http://pbs.twimg.com/profile_images/501747833037262848/ixllVlxf_bigger.jpeg,1974,573,1,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511342829751107584,Mon Sep 15 08:06:45 IST 2014,kapilvarala,http://pbs.twimg.com/profile_images/511593716872519681/FUPb5nXe_bigger.jpeg,3221,14464,8,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511342163355897856,Mon Sep 15 08:04:06 IST 2014,malliktajmahal,http://pbs.twimg.com/profile_images/511473372459311107/e0jC7E-M_bigger.jpeg,690,1463,8,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511341517920034816,Mon Sep 15 08:01:32 IST 2014,PowerrStar,http://pbs.twimg.com/profile_images/511690496893542401/8lGGCW3Q_bigger.jpeg,256,2716,8,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511341506998050816,Mon Sep 15 08:01:30 IST 2014,Sreenu106,http://pbs.twimg.com/profile_images/506404262587289600/T8mhxJCF_bigger.jpeg,93,162,8,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511341460394737664,Mon Sep 15 08:01:19 IST 2014,ReddyKoneti,http://pbs.twimg.com/profile_images/506733677196218368/JkDtdMFx_bigger.jpeg,104,18,8,0.0,0.0
RT @PawanKalyan_IN: అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam h…,511341255364579328,Mon Sep 15 08:00:30 IST 2014,urssBharath,http://pbs.twimg.com/profile_images/511480136172990466/ynwE7XDY_bigger.jpeg,874,126,8,0.0,0.0
అత్తారింటికిదారేది స్థాయి విజయం సాధిస్తాం...లౌఖ్యం ఆడియో వేడుకలో గోపిచంద్.#PawanKalyan #AttarintikiDaredi #Loukhyam http://t.co/1sVDWVFCh5,511340955417739264,Mon Sep 15 07:59:18 IST 2014,PawanKalyan_IN,http://pbs.twimg.com/profile_images/512063090045624321/01TUZS2C_bigger.jpeg,3733,148,8,0.0,0.0
#Pawankalyan & #Venkatesh Starer #GopalaGopala movie teaser will be release for Dussehra.,511329298851299328,Mon Sep 15 07:12:59 IST 2014,pathipatisuresh,http://pbs.twimg.com/profile_images/506428190865510400/razUw5Fp_bigger.jpeg,149,97,1,0.0,0.0
#VictoryVenkatesh sir and #PawanKalyan starrer #GopalaGopala Teaser will be Releasing for Dussehra..#Venky67 @chandhuvenky,511319625439531009,Mon Sep 15 06:34:33 IST 2014,Nanipallivenkat,http://pbs.twimg.com/profile_images/504829615425077251/_No6TM9S_bigger.jpeg,20,39,1,0.0,0.0
#VictoryVenkatesh sir and #PawanKalyan starrer #GopalaGopala Teaser will be Releasing for Dussehra..#Venky67 @SureshProdns @Shriya_S,511315410096906240,Mon Sep 15 06:17:48 IST 2014,BoxOfficeMazza,http://pbs.twimg.com/profile_images/511843695188922369/lf0no-dV_bigger.jpeg,505,57,3,0.0,0.0
Malli #PawanKalyan peru vadesaru ga #Power,511313844854341633,Mon Sep 15 06:11:35 IST 2014,rocking_n,http://pbs.twimg.com/profile_images/509942524371165184/AHUxIgxg_bigger.jpeg,158,13,0,0.0,0.0
If you love pawankalyan you are up to the standardIf u hate pawankalyan then you please raise your standard,511240509071687680,Mon Sep 15 01:20:10 IST 2014,Pa1Mani,http://pbs.twimg.com/profile_images/506414048989032448/uuXhtXvR_bigger.jpeg,19,97,0,0.0,0.0
Its Nothing In Front Of #Pawankalyan Image He Won Crores Of Hearts Of Fans.... Pawans Attitude Leads Losing Awards? http://t.co/LK3NUpLZmR,511237586577149952,Mon Sep 15 01:08:33 IST 2014,sheshubr,http://pbs.twimg.com/profile_images/511573573316509697/GSi0-4OB_bigger.jpeg,290,381,0,0.0,0.0
RT @SonYzzZCrazzZY: "@nishchitha1 "Ammo bapu gari bommo."Bomma emo kani..Ma #PawanKalyan♥ matram muddu ga untadu..aa dance steps tho." ht…,511227536005529600,Mon Sep 15 00:28:37 IST 2014,kalyanprasad,http://pbs.twimg.com/profile_images/509600548970967040/l7odFt01_bigger.jpeg,102,535,3,0.0,0.0
@pavankalyan4u pawankalyan num1,511222266827255809,Mon Sep 15 00:07:41 IST 2014,73e72a0e290d4ba,http://pbs.twimg.com/profile_images/481018299388399617/mOUoQ5wu_bigger.jpeg,0,0.0,0.0
@harish2you #PawanKalyan tho movie eppudu sir? Waiting ikkada,511220183092838400,Sun Sep 14 23:59:24 IST 2014,sameerbvs,http://pbs.twimg.com/profile_images/507587959743197184/72iJXxKx_bigger.jpeg,19,371,0,0.0,0.0
RT @Mega_Vinod: #Gopichandh : #Pawankalyan antey naku chala istam      #LoukyamAudioRelease,511217858030759936,Sun Sep 14 23:50:10 IST 2014,anilravikanti,http://abs.twimg.com/sticky/default_profile_images/default_profile_6_bigger.png,21,489,1,0.0,0.0
RT @PSPK_FC: #Pawanism.... its being defined by the fans. :)#PawanKalyan birthday celebrations at VIT vellore. http://t.co/xiw11OnY6V,511212518396526592,Sun Sep 14 23:28:56 IST 2014,sameerbvs,http://pbs.twimg.com/profile_images/507587959743197184/72iJXxKx_bigger.jpeg,19,371,13,0.0,0.0
http://t.co/Uul669F6Gt,511210983788793856,Sun Sep 14 23:22:51 IST 2014,PawanKalyan_FB,http://pbs.twimg.com/profile_images/378800000438635131/e612eed843f0890137a161d81ae9047c_bigger.jpeg,1396,1,0,0.0,0.0
Pawanism Movie new Trailer is releasing in few minutes... Get Ready  Folks,511207968910884864,Sun Sep 14 23:10:52 IST 2014,PawanKalyan_FB,http://pbs.twimg.com/profile_images/378800000438635131/e612eed843f0890137a161d81ae9047c_bigger.jpeg,1396,1,0,0.0,0.0
RT @Urs_Pawan: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511206550845661185,Sun Sep 14 23:05:14 IST 2014,kumarkovuru,http://pbs.twimg.com/profile_images/511162654186930177/2U7_lOTx_bigger.jpeg,35,104,7,0.0,0.0
@nishchitha1 Good Night Nishhhh :D #PawanKalyan http://t.co/ofRpyXN4Ks,511206285434318848,Sun Sep 14 23:04:10 IST 2014,RAM_BangaRAM,http://pbs.twimg.com/profile_images/511922079793295361/lN4-8yep_bigger.png,1812,45,0,0.0,0.0
RT @Urs_Pawan: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511205682440196096,Sun Sep 14 23:01:47 IST 2014,iKallu,http://pbs.twimg.com/profile_images/2186799687/profile_bigger.jpg,175,49,7,0.0,0.0
RT @Urs_Pawan: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511205045069570048,Sun Sep 14 22:59:15 IST 2014,pawanismfans,http://pbs.twimg.com/profile_images/506480220933603328/cYPMFTwH_bigger.jpeg,291,2006,7,0.0,0.0
@kapilvarala @nishchitha1 good night swet drems....pawankalyan♥♡♥♡♥♡♥,511204966661230592,Sun Sep 14 22:58:56 IST 2014,lakshmi0731,http://pbs.twimg.com/profile_images/492087805531525120/2T-D8G40_bigger.jpeg,6,134,0,0.0,0.0
No one leaving a chance to use pawankalyan name..,511204568974127104,Sun Sep 14 22:57:21 IST 2014,ananymous0,http://pbs.twimg.com/profile_images/511177009439834112/MJ-h5HOb_bigger.jpeg,4,409,0,0.0,0.0
#Gopichandh : #Pawankalyan antey naku chala istam      #LoukyamAudioRelease,511204371863183361,Sun Sep 14 22:56:34 IST 2014,Mega_Vinod,http://pbs.twimg.com/profile_images/499399908684619776/uiENfnHP_bigger.jpeg,235,2010,1,0.0,0.0
Good Night :) #PawanKalyan♡ http://t.co/slzMVSXiA6,511203869796605952,Sun Sep 14 22:54:34 IST 2014,VyasKalyan,http://pbs.twimg.com/profile_images/512092068248694784/9HpXVlPr_bigger.jpeg,466,264,0,0.0,0.0
RT @Urs_Pawan: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511203452177768448,Sun Sep 14 22:52:55 IST 2014,YogiTweetz,http://pbs.twimg.com/profile_images/511153389325926400/xY7gZDAE_bigger.jpeg,487,2616,7,0.0,0.0
RT @Urs_Pawan: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511203295415656448,Sun Sep 14 22:52:18 IST 2014,Candid_HRavi,http://pbs.twimg.com/profile_images/511959769058246656/J075Rl5N_bigger.jpeg,961,572,7,0.0,0.0
"@nishchitha1: Good night #PawanKalyan♥♡♥ http://t.co/QLTr7w4xB2",511202584619544576,Sun Sep 14 22:49:28 IST 2014,kapilvarala,http://pbs.twimg.com/profile_images/511593716872519681/FUPb5nXe_bigger.jpeg,3221,14464,0,0.0,0.0
I love PawanKalyan - gopi chand,511202538775789568,Sun Sep 14 22:49:17 IST 2014,varmanic,http://pbs.twimg.com/profile_images/508833103163310080/zRcRzeEx_bigger.jpeg,2481,1993,0,0.0,0.0
Good night #PawanKalyan♥♡♥ http://t.co/dy2TWKFy9f,511202480772743168,Sun Sep 14 22:49:03 IST 2014,nishchitha1,http://pbs.twimg.com/profile_images/501747833037262848/ixllVlxf_bigger.jpeg,1974,573,0,0.0,0.0
RT @Urs_Pawan: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511201998872399872,Sun Sep 14 22:47:08 IST 2014,kapilvarala,http://pbs.twimg.com/profile_images/511593716872519681/FUPb5nXe_bigger.jpeg,3221,14464,7,0.0,0.0
#PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease”,511201936402419713,Sun Sep 14 22:46:53 IST 2014,Urs_Pawan,http://pbs.twimg.com/profile_images/506803205007613952/V_nWMQLR_bigger.jpeg,912,1889,7,78.47803386,17.50785578
RT @sreevani95: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease,511200141554876416,Sun Sep 14 22:39:46 IST 2014,UmeshKhanna2,http://pbs.twimg.com/profile_images/507408351349600256/jGAjnAy9_bigger.jpeg,700,11671,2,0.0,0.0
RT @sreevani95: #PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease,511199729229627392,Sun Sep 14 22:38:07 IST 2014,c_arjunkumar,http://abs.twimg.com/sticky/default_profile_images/default_profile_0_bigger.png,14,161,2,0.0,0.0
"@MrVamsheeReddy: @sreevani95 madyalo PawanKalyan topic enduku vachindi" kona Venkat Start Chesaaadu,511197210407477249,Sun Sep 14 22:28:07 IST 2014,sreevani95,http://pbs.twimg.com/profile_images/488497523317678080/h0uXKZCq_bigger.jpeg,1654,686,0,0.0,0.0
@sreevani95 madyalo PawanKalyan topic enduku vachindi,511196852830474240,Sun Sep 14 22:26:41 IST 2014,MrVamsheeReddy,http://pbs.twimg.com/profile_images/507437766024511490/ab0fbv-o_bigger.jpeg,301,496,0,0.0,0.0
#PawanKalyan ante naaku chaala Ishtam :Gopichand #LoukyamAudioRelease,511196582746669057,Sun Sep 14 22:25:37 IST 2014,sreevani95,http://pbs.twimg.com/profile_images/488497523317678080/h0uXKZCq_bigger.jpeg,1654,686,2,0.0,0.0
RT @MahatOfficial: My buddy #Simbu @iam_str says he is a big fan of #Thala Ajith n #Powerstar #PawanKalyan🌟 soo happy! 😁👍🌟 http://t.co/4F5r…,511191869783433217,Sun Sep 14 22:06:53 IST 2014,shivabuddy007,http://pbs.twimg.com/profile_images/511197230326226944/d0Hc0cun_bigger.jpeg,9,11,214,0.0,0.0
RT @euniverse800: #Atharintikidaredi Pawankalyan intro is One Of The Best Ever !!! \m/ The BGM when he turns !! Goosebumps !! FDFS memorie…,511190633445224448,Sun Sep 14 22:01:59 IST 2014,sudhisoma,http://pbs.twimg.com/profile_images/378800000614777131/b9c5cddbe8da18a321aaa613d50b40c8_bigger.jpeg,31,215,11,0.0,0.0
RT @Always_Arjun: Bagaundadam ante baga undadam kadu atta naluguritho undadam navvuthu undadam #PawanKalyan #AttarintikiDaredi http://t.co…,511189760665067522,Sun Sep 14 21:58:31 IST 2014,maheshpawanism,http://pbs.twimg.com/profile_images/511936095164985344/6JSsV_8I_bigger.jpeg,102,39,1,0.0,0.0
RT @Always_Arjun: Velithe kshaminchu ledhaa sikshinchu kaani memu unnamani matram gurthuinchu attha #PawanKalyan #AttarintikiDaredi http:…,511189516376223744,Sun Sep 14 21:57:32 IST 2014,maheshpawanism,http://pbs.twimg.com/profile_images/511936095164985344/6JSsV_8I_bigger.jpeg,102,39,1,0.0,0.0
RT @Always_Arjun: Ekada neggalo kadhu ekada thagalo thelisiana vaadu Goppodu #PawanKalyan #AttarintikiDaredi http://t.co/0gLdzU8LFm,511189392275148800,Sun Sep 14 21:57:03 IST 2014,maheshpawanism,http://pbs.twimg.com/profile_images/511936095164985344/6JSsV_8I_bigger.jpeg,102,39,2,0.0,0.0
RT @Always_Arjun: #AttarintikiDaredi End titles song #PawanKalyan #Trivikram http://t.co/ly7Ia2H1Sf,511188293736611840,Sun Sep 14 21:52:41 IST 2014,maheshpawanism,http://pbs.twimg.com/profile_images/511936095164985344/6JSsV_8I_bigger.jpeg,102,39,1,0.0,0.0
RT @Kalyanyourstar: Konavenkat talked about #Pawankalyan attarintikidaredi...as Powerfull movie.. #loukhyam audio launch.,511187369366536194,Sun Sep 14 21:49:00 IST 2014,likhith_SamFan,http://pbs.twimg.com/profile_images/510785880336781312/mm2XLGpz_bigger.jpeg,313,5474,1,0.0,0.0
RT @Trivikram_Fans: #DialogueOfTheDay #38 in Eenadu Today from #Gurugaru #Trivikram & PowerStar PawanKalyan's #Jalsa ... http://t.co/dJK2p…,511185252576804864,Sun Sep 14 21:40:36 IST 2014,raju_srirampur,http://pbs.twimg.com/profile_images/511184939241320448/xzSu9Pju_bigger.jpeg,1,2,0.0,0.0
RT @Always_Arjun: Watching #AttarintikiDaredi climax E scene lo #PawanKalyan acting ki silly awrds ayana kali gotiki kuda saripodu,511182341985681408,Sun Sep 14 21:29:02 IST 2014,ananymous0,http://pbs.twimg.com/profile_images/511177009439834112/MJ-h5HOb_bigger.jpeg,4,409,2,0.0,0.0
