"","x"
"1","@pawankalyan  just nw I wach gopala gopala mve It's very nice n ur smile is so cute sir...n venkatesh sir acting also nice ...awesome...."
"2","Success is just a matter of pride for these Superstars. #pawankalyan, #Maheshbabu, #Balakrishna, #NTRStars like Pawan Kalyan, Mahesh Babu, Balakrishna and Jr.NTR enjoy unprecedented stardom. Super Stardom is Permanent for these Superstars, while Box Office success is just a matter of Pride.Â Their Stardom comes attached with great legacy. Pawan Kalyanâ¦ï»¿"
