lat,lon
17.3841,78.4564
17.4019023,78.4983532
17.4392897,78.3777132
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16.5049442,80.6607478
0.0,0.0
16.5988336,82.1996336
0.0,0.0
16.6016823,82.1987508
0.0,0.0
0.0,0.0
