"score" "text"
"2" 0 "#RubyonRails is not a web programming language, it's a web application framework written in Ruby programming language http://t.co/lLj94pV8JE"
"5" 0 "@masymbol Was trying to reach Koushik, but the mail bounced. Is he no longer with you?"
