510065271566917632,13.6424607,79.4350416
509718577696354304,13.6424606,79.4350413
509718228482785281,13.64246,79.4350428
509533470691819520,13.6424601,79.4350412
509532872789594112,13.642461,79.4350436
509532354008735745,13.6424606,79.4350415
509414299664531456,18.0017429,79.5418239
509352678967607296,13.6424601,79.4350412
509030428708057088,17.4550126,78.5669903
509015069837905920,13.6424608,79.4350425
508641932323463168,13.6424596,79.4350419
508637578363285504,13.6424608,79.4350425
508634279262171136,13.6424606,79.4350414
508625367771262978,17.4869345,78.383816
