lat,lon
0.0,0.0
10.2940235,76.159474
45.16857391,-93.23782658
17.44170952,78.44610405
1.42843511,103.83283921
0.0,0.0
0.0,0.0
25.7402767,84.9665045
0.0,0.0
17.6803949,75.9105028
28.5928832,77.0657091
28.62214,77.28082
29.2090922,78.5864695
55.61526106,-4.62465078
28.0344613,73.3307997
19.1873643,72.84754164
9.8038341,76.4825362
0.0,0.0
28.5156268,77.0722071
28.5928822,77.0657098
19.18736791,72.84754379
17.6803949,75.9105028
0.0,0.0
