"","x"
"1","Kejriwal is puppet of Pak who'd proudly threatened to disrupt Republic Day Parade and insulted martyrs by declaring Batla encounter as fake."
"2","#BJP complains to EC against #KejriwalThe BJP Thursday filed a complaint with the Election Commission against AAP leader Arvind Kejriwal over his allegations against its Delhi unit president Satish Upadhyay. Upadhyay, flanked by colleagues Prabhat Jha and Vijay Goel, submitted a notice to the commission, accusing Kejrwial of defaming him.http://www.lensonnews.com/lensonnews/1/59/73462/1/bjp-complains-to-ec-against-kejriwal.htmlï»¿"
