lat,lon
0.0,0.0
38.9586448,-76.9457337
0.0,0.0
22.5051698,88.3371279
22.5051133,88.3371196
17.39826,78.50186
16.7614107,81.8416737
40.44304399,-74.50249647
40.44292424,-74.50259876
16.7626417,81.8428615
16.67815005,80.57566182
16.67800604,80.57631008
38.9588304,-76.9461541
38.9588397,-76.9463531
45.31066355,10.80645675
12.932704,77.5691025
12.932704,77.5691025
16.6023809,82.1999577
38.958851,-76.9462683
13.03892866,77.61362551
13.118528,80.2845365
