"","score","text","path"
"452",1,"RT @DrunkVinodMehta: Channels hv done the magic! 
#KiranBedi jumped 3% to 44% in 2days.
In 3days, Next Survey.
#KiranBedi 47%, Kejriwal 44%â¦","https://twitter.com/AAPHarsh1"
"467",1,"RT @ankitlal: 10 reasons why @maheshperi of @careers360 wants @ArvindKejriwal to win in Delhi!

#WalkWithKejriwal 

http://t.co/D3MiISt0Ta","https://twitter.com/FahamBasha"
"477",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/raj7aryan"
"481",1,"RT @ashu3page: Arvind kejriwal takes blessing from his mother this morning before leaving for filing his nomination from new delhi. http://â¦","https://twitter.com/piyushbichalwas"
"482",1,"RT @ankitlal: 10 reasons why @maheshperi of @careers360 wants @ArvindKejriwal to win in Delhi!

#WalkWithKejriwal 

http://t.co/D3MiISt0Ta","https://twitter.com/arushi1111"
"488",1,"10 reasons why @maheshperi of @careers360 wants @ArvindKejriwal to win in Delhi!

#WalkWithKejriwal 

http://t.co/D3MiISt0Ta","https://twitter.com/ankitlal"
"492",1,"RT @MrsGandhi: Ho jaaye!! ""@HeadlinesToday: BJP leader Kiran Bedi says she is ready for a public debate with AAP leader Arvind Kejriwal.""","https://twitter.com/g_101010"
"499",1,"RT @Atul_aga: This is not a war,this is politics.Clean politics:Bedi on Kejriwal's statement

""Opportunism"" is no synonym to ""clean politicâ¦","https://twitter.com/LalwaniRita"
"501",2,"RT @VinitaDeshmukh: It's almost like a true confession by Amit Shah. Modi magic won't work so Kiran Bedi pitted against Arvind Kejriwal. Itâ¦","https://twitter.com/toSinghSK"
"505",1,"RT @ashu3page: Arvind kejriwal takes blessing from his mother this morning before leaving for filing his nomination from new delhi. http://â¦","https://twitter.com/wearenowinu"
"507",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/Vicky_Delhi"
"508",1,"RT @dna: BJP youth leader @NupurSharmaBJP is ready to take on Kejriwal in Delhi http://t.co/AKXwA5wgws","https://twitter.com/rssnagpur"
"511",2,"RT @Chutiya_Policy: Mr.Kejriwal is extremely lucky to have SUCH passionate people backing him. #WalkWithKejriwal http://t.co/BHzh21mVWW","https://twitter.com/aamaadmi_1"
"512",1,"RT @NBTDilli: Arvind Kejriwal and Ajay Maken say they are ready for political debate, now all eyes on BJP CM Candidate Kiran Bedi. #DelhiPoâ¦","https://twitter.com/wearenowinu"
"517",1,"News Nation Opinion Poll: AAP gets an upper edge in neck to neck contest; Kejriwal clear choice... http://t.co/70mbkbEndJ","https://twitter.com/austingiltus"
"518",3,"RT @doctoratlarge: Idiots are not those who support Kejriwal- that's their democratic right. Idiots are those who support him thinking he'sâ¦","https://twitter.com/nilabhnishchhal"
"519",1,"@ajaymaken is a star!
""@NBTDilli: Arvind Kejriwal and Ajay Maken say they are ready for political debate, now all eyes on  Kiran Bedi""","https://twitter.com/FekuBuster"
"520",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/PusadkarAnkit"
