511936784079814656,51.24030365,-0.16539138
511936270206271488,53.61859905,-2.18564359
511935788901085184,35.5810097,139.6369285
511935693648830464,37.7911545,-122.3987422
511935487339417601,40.82446793,-73.99030636
511934817676451841,48.61618665,-1.51086742
511934477254529025,8.9825941,-79.5165361
511933790894440448,51.46429375,-0.18426166
511933412987662336,42.9302679,-87.8564399
511932920835997696,36.12356796,-97.06933641
511932328751681536,54.60977085,-5.96145734
511931779758821376,35.672201,139.766319
511931480667598848,40.4235424,-3.6829193
