"","score","text","path"
"260",-1,"The break down on OmbrÃ© lips. I outlined the corner of my lips using Maybellines colossal kajal. Andâ¦ http://t.co/WXGnSzdgLc","https://twitter.com/reema_p"
"288",-2,"#laziness#Character I hate lazy people: Kajal Aggarwal: âLike any other common person ... http://t.co/6fXrPJ9Og4 #CharacterLeader.com","https://twitter.com/Trent_Warner"
"293",-1,"RT @BestofGemini: Being a #Gemini is just as confusing for them as it is for those who know one.","https://twitter.com/kajal_kazz"
"296",-1,"RT @gemini_guru: #Gemini has a big problem choosing what exactly to do with their life. There a too many options!","https://twitter.com/kajal_kazz"
"298",-2,"RT @TheGeminiMindd: #Gemini know how to make words hurt. Piss a Gemini off and you will cry in the end.","https://twitter.com/kajal_kazz"
"300",-1,"RT @Gemini_ht: #Gemini day starts backwards... they wake up tired and they go to bed wide awake.","https://twitter.com/kajal_kazz"
"307",-1,"RT @TheUnusualFact: Lemon water helps clean the toxins out of our bodies. When you get rid of toxic waste in your system, your skin will shâ¦","https://twitter.com/kajal_kazz"
"334",-2,"I hate lazy people: Kajal Aggarwal http://t.co/AOzEoZUejB #telugufilms","https://twitter.com/mytollywood"
"346",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/dagar2"
"347",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/Shradha198"
"350",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/satire_shetty"
"351",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/Rebel_IND"
"352",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/sagarcasm"
"356",-3,"Given farewell to our seniors todayy..will really miss them out very badly.:( Danced alotttí ½í±¯ ..miss you bhaiya didi;)#love","https://twitter.com/kajal_here"
