512107611660242944,16.4872774,81.2536806
512058547157229568,13.75012543,79.70679964
511939632414875648,18.0017429,79.5418239
511938915859980288,18.0017429,79.5418239
511648530071437312,17.4225766,78.5024129
511554693646925824,13.75449655,79.70695368
511520197417504769,13.75012518,79.70679975
511201936402419713,17.50785578,78.47803386
511182158656831488,13.6424608,79.4350425
511180950072348673,13.6424607,79.4350416
511180872930705408,13.6424608,79.4350425
511180735420440576,13.6424608,79.4350425
511180548266418177,13.6424608,79.4350425
511180485779652609,13.6424609,79.4350426
511180420591779840,13.6424609,79.4350426
511178826710147072,13.6424599,79.4350431
511164790304026626,13.6424599,79.4350414
511164755025723392,13.6424599,79.4350414
511163706823028738,13.6424608,79.4350414
511160057933754369,13.6424618,79.4350425
511159816836767745,13.642461,79.4350414
511159265403232256,13.642461,79.4350414
511156738968391680,13.6424616,79.4350419
511154211975737345,13.6424598,79.4350429
511151298196955136,13.6424606,79.4350415
511130247945666560,13.6424618,79.4350425
510844633211883520,12.9082692,77.6038015
510830714619559936,13.6424605,79.4350417
510814536417296384,13.6424605,79.4350417
510806476185563136,13.642461,79.4350414
510731268669992960,13.6424609,79.4350426
510686617514696705,17.42277118,78.50231385
510681665660653568,17.4229672,78.50239385
510470761979449344,2.2648647,102.2230344
510467873714614272,28.4738544,77.0468718
510442685765660672,13.6424601,79.4350412
